ans	pred	prob
-1.0	-1.0	[ 0.65592704  0.34407296]
-1.0	1.0	[ 0.28280903  0.71719097]
-1.0	-1.0	[ 0.65207072  0.34792928]
-1.0	-1.0	[ 0.92030678  0.07969322]
1.0	-1.0	[ 0.69059676  0.30940324]
1.0	1.0	[ 0.22349784  0.77650216]
-1.0	-1.0	[ 0.86979961  0.13020039]
1.0	-1.0	[ 0.52759472  0.47240528]
1.0	1.0	[ 0.26234126  0.73765874]
1.0	1.0	[ 0.3737866  0.6262134]
1.0	-1.0	[ 0.81764529  0.18235471]
-1.0	1.0	[ 0.42006709  0.57993291]
-1.0	1.0	[ 0.36991944  0.63008056]
1.0	1.0	[ 0.09534272  0.90465728]
1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.02692997  0.97307003]
1.0	1.0	[ 0.28530647  0.71469353]
1.0	1.0	[ 0.15794866  0.84205134]
-1.0	-1.0	[ 0.96265544  0.03734456]
-1.0	-1.0	[ 0.71300673  0.28699327]
1.0	1.0	[ 0.24887058  0.75112942]
-1.0	1.0	[ 0.39399502  0.60600498]
-1.0	1.0	[ 0.21192523  0.78807477]
1.0	1.0	[ 0.4323934  0.5676066]
-1.0	-1.0	[ 0.76763021  0.23236979]
-1.0	-1.0	[ 0.84447123  0.15552877]
1.0	1.0	[ 0.23713891  0.76286109]
1.0	1.0	[ 0.03936176  0.96063824]
-1.0	-1.0	[ 0.69677163  0.30322837]
-1.0	1.0	[ 0.35485647  0.64514353]
-1.0	-1.0	[ 0.99179689  0.00820311]
-1.0	-1.0	[ 0.59666854  0.40333146]
1.0	1.0	[ 0.02431044  0.97568956]
1.0	-1.0	[ 0.66126905  0.33873095]
1.0	1.0	[ 0.14917872  0.85082128]
1.0	1.0	[ 0.17370228  0.82629772]
-1.0	-1.0	[ 0.57534867  0.42465133]
-1.0	-1.0	[ 0.86728124  0.13271876]
1.0	1.0	[ 0.36305739  0.63694261]
-1.0	-1.0	[ 0.7692335  0.2307665]
1.0	-1.0	[ 0.69202669  0.30797331]
-1.0	-1.0	[ 0.95241507  0.04758493]
1.0	1.0	[ 0.0197338  0.9802662]
1.0	1.0	[ 0.14690939  0.85309061]
1.0	1.0	[ 0.24986995  0.75013005]
-1.0	1.0	[ 0.358952  0.641048]
1.0	1.0	[ 0.11994843  0.88005157]
-1.0	-1.0	[ 0.72672522  0.27327478]
-1.0	1.0	[ 0.25356766  0.74643234]
-1.0	-1.0	[ 0.95878741  0.04121259]
-1.0	-1.0	[ 0.9528911  0.0471089]
-1.0	1.0	[ 0.48606359  0.51393641]
1.0	1.0	[ 0.31630912  0.68369088]
1.0	1.0	[ 0.07588377  0.92411623]
1.0	-1.0	[ 0.69948504  0.30051496]
1.0	1.0	[ 0.1220788  0.8779212]
-1.0	1.0	[ 0.44542254  0.55457746]
-1.0	-1.0	[ 0.98984986  0.01015014]
-1.0	-1.0	[ 0.96768017  0.03231983]
-1.0	-1.0	[ 0.81636151  0.18363849]
1.0	1.0	[ 0.00712244  0.99287756]
1.0	1.0	[ 0.2778005  0.7221995]
1.0	1.0	[ 0.1918608  0.8081392]
1.0	1.0	[  7.19740390e-04   9.99280260e-01]
-1.0	-1.0	[ 0.7927172  0.2072828]
1.0	1.0	[ 0.08721557  0.91278443]
1.0	1.0	[ 0.34258538  0.65741462]
-1.0	-1.0	[ 0.59676417  0.40323583]
-1.0	1.0	[ 0.02628154  0.97371846]
-1.0	-1.0	[ 0.520899  0.479101]
-1.0	1.0	[ 0.08215598  0.91784402]
1.0	1.0	[ 0.44932364  0.55067636]
1.0	1.0	[ 0.07113832  0.92886168]
-1.0	-1.0	[ 0.5783234  0.4216766]
-1.0	1.0	[ 0.49266803  0.50733197]
1.0	-1.0	[ 0.50731273  0.49268727]
1.0	-1.0	[ 0.53060812  0.46939188]
-1.0	-1.0	[ 0.59198371  0.40801629]
1.0	1.0	[ 0.37340044  0.62659956]
-1.0	-1.0	[ 0.99227243  0.00772757]
-1.0	-1.0	[ 0.83515651  0.16484349]
-1.0	-1.0	[ 0.8211959  0.1788041]
-1.0	-1.0	[ 0.78832771  0.21167229]
1.0	1.0	[ 0.04858405  0.95141595]
1.0	1.0	[ 0.0951937  0.9048063]
1.0	-1.0	[ 0.58324216  0.41675784]
-1.0	-1.0	[ 0.80089059  0.19910941]
-1.0	-1.0	[ 0.74105205  0.25894795]
1.0	1.0	[ 0.05616152  0.94383848]
-1.0	-1.0	[ 0.75770418  0.24229582]
-1.0	-1.0	[ 0.7399536  0.2600464]
1.0	1.0	[ 0.4127936  0.5872064]
1.0	-1.0	[ 0.8189396  0.1810604]
1.0	1.0	[ 0.00780788  0.99219212]
1.0	1.0	[ 0.23364089  0.76635911]
1.0	1.0	[ 0.13865965  0.86134035]
1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.91676893  0.08323107]
1.0	1.0	[ 0.11229083  0.88770917]
1.0	1.0	[ 0.05569195  0.94430805]
1.0	1.0	[ 0.11894866  0.88105134]
1.0	1.0	[ 0.16796496  0.83203504]
-1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.21167345  0.78832655]
-1.0	1.0	[ 0.32208685  0.67791315]
1.0	-1.0	[ 0.95605678  0.04394322]
1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.40381455  0.59618545]
-1.0	-1.0	[ 0.75853003  0.24146997]
1.0	1.0	[ 0.07295225  0.92704775]
-1.0	1.0	[ 0.1845346  0.8154654]
1.0	1.0	[ 0.05470695  0.94529305]
-1.0	-1.0	[ 0.62018557  0.37981443]
1.0	1.0	[ 0.267926  0.732074]
1.0	1.0	[ 0.3305005  0.6694995]
-1.0	-1.0	[ 0.70743219  0.29256781]
-1.0	1.0	[ 0.3794969  0.6205031]
-1.0	-1.0	[ 0.57436829  0.42563171]
-1.0	-1.0	[ 0.63500574  0.36499426]
1.0	-1.0	[ 0.59035534  0.40964466]
-1.0	1.0	[ 0.3529846  0.6470154]
1.0	1.0	[ 0.24087284  0.75912716]
-1.0	-1.0	[ 0.97038607  0.02961393]
1.0	1.0	[ 0.31363919  0.68636081]
-1.0	1.0	[ 0.4851172  0.5148828]
1.0	-1.0	[ 0.5081763  0.4918237]
-1.0	-1.0	[ 0.94677282  0.05322718]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.81505915  0.18494085]
1.0	1.0	[ 0.21459634  0.78540366]
1.0	1.0	[ 0.00505563  0.99494437]
1.0	1.0	[ 0.12084011  0.87915989]
-1.0	-1.0	[ 0.58320526  0.41679474]
-1.0	-1.0	[ 0.72680681  0.27319319]
-1.0	-1.0	[ 0.51582614  0.48417386]
-1.0	-1.0	[ 0.80999542  0.19000458]
1.0	-1.0	[ 0.60952899  0.39047101]
1.0	-1.0	[ 0.58574324  0.41425676]
-1.0	1.0	[ 0.49992263  0.50007737]
1.0	1.0	[ 0.02391965  0.97608035]
-1.0	-1.0	[ 0.77546874  0.22453126]
1.0	1.0	[ 0.34998267  0.65001733]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.79892354  0.20107646]
-1.0	-1.0	[ 0.97811217  0.02188783]
1.0	1.0	[ 0.03139144  0.96860856]
-1.0	-1.0	[ 0.81050583  0.18949417]
1.0	1.0	[ 0.38474308  0.61525692]
1.0	-1.0	[ 0.52408073  0.47591927]
1.0	-1.0	[ 0.54769758  0.45230242]
-1.0	-1.0	[ 0.57436829  0.42563171]
1.0	1.0	[ 0.12021698  0.87978302]
-1.0	-1.0	[ 0.61820501  0.38179499]
1.0	1.0	[ 0.22372821  0.77627179]
-1.0	-1.0	[ 0.609631  0.390369]
1.0	1.0	[ 0.28926324  0.71073676]
1.0	1.0	[ 0.01617944  0.98382056]
-1.0	-1.0	[ 0.88489667  0.11510333]
-1.0	-1.0	[ 0.84239627  0.15760373]
1.0	-1.0	[ 0.71718086  0.28281914]
1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	1.0	[ 0.4024326  0.5975674]
-1.0	-1.0	[ 0.90077219  0.09922781]
-1.0	-1.0	[ 0.68086572  0.31913428]
-1.0	-1.0	[ 0.93758656  0.06241344]
1.0	1.0	[ 0.34556178  0.65443822]
-1.0	-1.0	[ 0.88591927  0.11408073]
1.0	-1.0	[ 0.62143596  0.37856404]
1.0	1.0	[ 0.48550181  0.51449819]
-1.0	-1.0	[ 0.99578872  0.00421128]
1.0	-1.0	[ 0.66865221  0.33134779]
-1.0	-1.0	[ 0.85106747  0.14893253]
-1.0	1.0	[ 0.49267227  0.50732773]
-1.0	-1.0	[ 0.96444276  0.03555724]
-1.0	-1.0	[ 0.73770227  0.26229773]
-1.0	1.0	[ 0.4619838  0.5380162]
-1.0	-1.0	[ 0.77676931  0.22323069]
-1.0	-1.0	[ 0.93637433  0.06362567]
-1.0	-1.0	[ 0.77376538  0.22623462]
-1.0	-1.0	[ 0.99017752  0.00982248]
-1.0	-1.0	[ 0.84112392  0.15887608]
1.0	1.0	[ 0.20134812  0.79865188]
1.0	1.0	[ 0.01398301  0.98601699]
1.0	1.0	[ 0.31424157  0.68575843]
1.0	1.0	[ 0.323319  0.676681]
-1.0	1.0	[ 0.44714364  0.55285636]
1.0	-1.0	[ 0.52287111  0.47712889]
1.0	1.0	[ 0.11833566  0.88166434]
-1.0	1.0	[ 0.47524553  0.52475447]
1.0	1.0	[ 0.16890968  0.83109032]
1.0	1.0	[ 0.02208722  0.97791278]
1.0	1.0	[ 0.37761275  0.62238725]
1.0	-1.0	[ 0.71871767  0.28128233]
1.0	1.0	[ 0.15535816  0.84464184]
1.0	1.0	[ 0.04744155  0.95255845]
1.0	-1.0	[ 0.57746147  0.42253853]
1.0	1.0	[ 0.10730128  0.89269872]
-1.0	1.0	[ 0.12083269  0.87916731]
-1.0	-1.0	[ 0.98190807  0.01809193]
1.0	1.0	[ 0.20439007  0.79560993]
1.0	1.0	[ 0.38013475  0.61986525]
-1.0	-1.0	[ 0.95946318  0.04053682]
-1.0	-1.0	[ 0.83287402  0.16712598]
1.0	1.0	[ 0.1132047  0.8867953]
-1.0	-1.0	[ 0.79813515  0.20186485]
-1.0	-1.0	[ 0.95401801  0.04598199]
-1.0	-1.0	[ 0.77575665  0.22424335]
-1.0	-1.0	[ 0.91048414  0.08951586]
-1.0	-1.0	[ 0.91227234  0.08772766]
1.0	1.0	[ 0.3632647  0.6367353]
1.0	1.0	[ 0.45561805  0.54438195]
-1.0	-1.0	[ 0.89681117  0.10318883]
1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.9333827  0.0666173]
-1.0	-1.0	[ 0.75894695  0.24105305]
1.0	1.0	[ 0.15286195  0.84713805]
-1.0	-1.0	[ 0.99454968  0.00545032]
1.0	-1.0	[ 0.70267361  0.29732639]
-1.0	-1.0	[ 0.80515815  0.19484185]
1.0	-1.0	[ 0.86327447  0.13672553]
-1.0	-1.0	[ 0.87714526  0.12285474]
1.0	-1.0	[ 0.62177133  0.37822867]
-1.0	-1.0	[ 0.6532319  0.3467681]
1.0	1.0	[ 0.29689537  0.70310463]
1.0	1.0	[ 0.3465867  0.6534133]
-1.0	-1.0	[ 0.98008225  0.01991775]
-1.0	-1.0	[ 0.83790611  0.16209389]
-1.0	-1.0	[ 0.96697084  0.03302916]
1.0	1.0	[ 0.48649625  0.51350375]
1.0	1.0	[ 0.08734715  0.91265285]
1.0	1.0	[ 0.2949072  0.7050928]
1.0	1.0	[ 0.10040299  0.89959701]
-1.0	-1.0	[ 0.95242512  0.04757488]
1.0	1.0	[ 0.2157242  0.7842758]
1.0	1.0	[ 0.1440662  0.8559338]
1.0	1.0	[ 0.08012075  0.91987925]
-1.0	-1.0	[ 0.97018628  0.02981372]
1.0	1.0	[ 0.03215002  0.96784998]
-1.0	-1.0	[ 0.91667539  0.08332461]
-1.0	-1.0	[ 0.84645769  0.15354231]
-1.0	-1.0	[ 0.50198124  0.49801876]
-1.0	-1.0	[ 0.68193828  0.31806172]
-1.0	1.0	[ 0.48842141  0.51157859]
-1.0	-1.0	[ 0.69050316  0.30949684]
-1.0	-1.0	[ 0.85564021  0.14435979]
1.0	1.0	[ 0.47863335  0.52136665]
-1.0	-1.0	[ 0.87336889  0.12663111]
1.0	-1.0	[ 0.66088818  0.33911182]
-1.0	-1.0	[ 0.51903822  0.48096178]
1.0	-1.0	[ 0.65591214  0.34408786]
-1.0	-1.0	[ 0.57110439  0.42889561]
-1.0	-1.0	[ 0.93777302  0.06222698]
1.0	1.0	[ 0.12579841  0.87420159]
1.0	1.0	[ 0.25253623  0.74746377]
1.0	1.0	[ 0.10645954  0.89354046]
-1.0	-1.0	[ 0.81072061  0.18927939]
-1.0	-1.0	[ 0.85904254  0.14095746]
-1.0	-1.0	[ 0.78677566  0.21322434]
-1.0	-1.0	[ 0.95727454  0.04272546]
1.0	-1.0	[ 0.67049687  0.32950313]
1.0	-1.0	[ 0.57360311  0.42639689]
-1.0	-1.0	[ 0.88938481  0.11061519]
-1.0	-1.0	[ 0.60776056  0.39223944]
-1.0	1.0	[ 0.45235311  0.54764689]
1.0	1.0	[ 0.39945729  0.60054271]
1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.07203144  0.92796856]
1.0	-1.0	[ 0.69304367  0.30695633]
1.0	1.0	[ 0.2927337  0.7072663]
1.0	-1.0	[ 0.71136483  0.28863517]
-1.0	-1.0	[ 0.64384434  0.35615566]
-1.0	-1.0	[ 0.70584328  0.29415672]
-1.0	-1.0	[ 0.84143617  0.15856383]
1.0	1.0	[ 0.1990391  0.8009609]
-1.0	-1.0	[ 0.78295345  0.21704655]
1.0	1.0	[ 0.17371184  0.82628816]
-1.0	1.0	[ 0.39028936  0.60971064]
-1.0	-1.0	[ 0.86704094  0.13295906]
-1.0	-1.0	[ 0.68859018  0.31140982]
-1.0	1.0	[ 0.45255651  0.54744349]
1.0	1.0	[ 0.28821347  0.71178653]
1.0	1.0	[ 0.32491515  0.67508485]
-1.0	-1.0	[ 0.97036865  0.02963135]
1.0	-1.0	[ 0.51743373  0.48256627]
1.0	1.0	[ 0.1505859  0.8494141]
-1.0	-1.0	[ 0.86345789  0.13654211]
1.0	1.0	[ 0.10336439  0.89663561]
1.0	1.0	[ 0.15508927  0.84491073]
1.0	1.0	[ 0.04409417  0.95590583]
-1.0	-1.0	[ 0.93447344  0.06552656]
-1.0	1.0	[ 0.42161741  0.57838259]
1.0	1.0	[ 0.12427359  0.87572641]
1.0	1.0	[ 0.49958046  0.50041954]
1.0	-1.0	[ 0.81336169  0.18663831]
1.0	1.0	[ 0.15922224  0.84077776]
1.0	-1.0	[ 0.50860444  0.49139556]
1.0	1.0	[ 0.03335588  0.96664412]
1.0	-1.0	[ 0.91514767  0.08485233]
-1.0	-1.0	[ 0.62522947  0.37477053]
-1.0	-1.0	[ 0.82530476  0.17469524]
-1.0	-1.0	[ 0.81987966  0.18012034]
-1.0	1.0	[ 0.49300527  0.50699473]
-1.0	-1.0	[ 0.88979753  0.11020247]
1.0	1.0	[ 0.26747656  0.73252344]
1.0	1.0	[ 0.33909485  0.66090515]
-1.0	-1.0	[ 0.60408229  0.39591771]
1.0	1.0	[ 0.12140129  0.87859871]
-1.0	-1.0	[ 0.54373314  0.45626686]
-1.0	-1.0	[ 0.98970167  0.01029833]
-1.0	-1.0	[ 0.54232597  0.45767403]
1.0	1.0	[ 0.05057671  0.94942329]
1.0	1.0	[ 0.28511186  0.71488814]
-1.0	1.0	[ 0.48764732  0.51235268]
-1.0	-1.0	[ 0.89424525  0.10575475]
1.0	1.0	[ 0.10750523  0.89249477]
1.0	1.0	[ 0.33777587  0.66222413]
1.0	1.0	[ 0.35804528  0.64195472]
1.0	1.0	[ 0.47388556  0.52611444]
-1.0	-1.0	[ 0.54885225  0.45114775]
-1.0	-1.0	[ 0.99412931  0.00587069]
1.0	1.0	[ 0.15595433  0.84404567]
1.0	-1.0	[ 0.56971377  0.43028623]
-1.0	-1.0	[ 0.8121897  0.1878103]
1.0	-1.0	[ 0.7103688  0.2896312]
-1.0	1.0	[ 0.49872775  0.50127225]
-1.0	-1.0	[ 0.84568196  0.15431804]
1.0	1.0	[ 0.12879319  0.87120681]
1.0	1.0	[ 0.14817881  0.85182119]
-1.0	-1.0	[ 0.81656601  0.18343399]
1.0	1.0	[ 0.44418311  0.55581689]
-1.0	-1.0	[ 0.99614361  0.00385639]
1.0	1.0	[ 0.14679732  0.85320268]
-1.0	-1.0	[ 0.97937782  0.02062218]
1.0	1.0	[ 0.43225944  0.56774056]
-1.0	-1.0	[ 0.97652466  0.02347534]
1.0	1.0	[ 0.02765244  0.97234756]
1.0	-1.0	[ 0.59326503  0.40673497]
-1.0	-1.0	[ 0.99472529  0.00527471]
-1.0	-1.0	[ 0.84700896  0.15299104]
1.0	1.0	[ 0.49214612  0.50785388]
-1.0	-1.0	[ 0.62629536  0.37370464]
1.0	-1.0	[ 0.61552113  0.38447887]
-1.0	-1.0	[ 0.86580349  0.13419651]
-1.0	-1.0	[ 0.96267156  0.03732844]
-1.0	1.0	[ 0.07177808  0.92822192]
1.0	1.0	[ 0.19577465  0.80422535]
-1.0	1.0	[ 0.42026846  0.57973154]
-1.0	-1.0	[ 0.60755154  0.39244846]
1.0	1.0	[ 0.32678561  0.67321439]
-1.0	-1.0	[ 0.62244833  0.37755167]
1.0	1.0	[ 0.31146801  0.68853199]
-1.0	-1.0	[ 0.8428539  0.1571461]
1.0	-1.0	[ 0.58771178  0.41228822]
-1.0	-1.0	[ 0.73602957  0.26397043]
-1.0	-1.0	[ 0.89793318  0.10206682]
1.0	-1.0	[ 0.61138889  0.38861111]
1.0	1.0	[ 0.05331046  0.94668954]
1.0	-1.0	[ 0.65069349  0.34930651]
1.0	1.0	[ 0.30129862  0.69870138]
-1.0	-1.0	[ 0.55276744  0.44723256]
1.0	1.0	[ 0.19976511  0.80023489]
-1.0	1.0	[ 0.33852873  0.66147127]
-1.0	-1.0	[ 0.78477237  0.21522763]
1.0	-1.0	[ 0.54289973  0.45710027]
1.0	1.0	[ 0.11630994  0.88369006]
-1.0	-1.0	[ 0.88036024  0.11963976]
-1.0	-1.0	[ 0.56145985  0.43854015]
-1.0	-1.0	[ 0.86524103  0.13475897]
-1.0	-1.0	[ 0.50282024  0.49717976]
1.0	1.0	[ 0.06162546  0.93837454]
-1.0	-1.0	[ 0.56755362  0.43244638]
-1.0	-1.0	[ 0.70190854  0.29809146]
1.0	-1.0	[ 0.577884  0.422116]
-1.0	-1.0	[ 0.8268449  0.1731551]
-1.0	-1.0	[ 0.50110256  0.49889744]
-1.0	-1.0	[ 0.53833666  0.46166334]
1.0	1.0	[ 0.10914134  0.89085866]
1.0	-1.0	[ 0.97148518  0.02851482]
-1.0	-1.0	[ 0.68302026  0.31697974]
-1.0	-1.0	[ 0.71195026  0.28804974]
1.0	-1.0	[ 0.59441488  0.40558512]
1.0	1.0	[ 0.15002844  0.84997156]
1.0	1.0	[ 0.05990944  0.94009056]
1.0	1.0	[ 0.23326547  0.76673453]
-1.0	-1.0	[ 0.99322318  0.00677682]
1.0	1.0	[ 0.04801963  0.95198037]
1.0	1.0	[ 0.06791555  0.93208445]
-1.0	-1.0	[ 0.87851468  0.12148532]
1.0	1.0	[ 0.2443023  0.7556977]
-1.0	-1.0	[ 0.97556927  0.02443073]
-1.0	-1.0	[ 0.9402489  0.0597511]
-1.0	-1.0	[ 0.91621668  0.08378332]
1.0	1.0	[ 0.44091764  0.55908236]
1.0	1.0	[ 0.0203417  0.9796583]
1.0	1.0	[ 0.12529998  0.87470002]
1.0	1.0	[ 0.14198428  0.85801572]
-1.0	-1.0	[ 0.92020653  0.07979347]
1.0	1.0	[ 0.2115821  0.7884179]
-1.0	-1.0	[ 0.84525836  0.15474164]
1.0	-1.0	[ 0.72034989  0.27965011]
1.0	1.0	[ 0.29846809  0.70153191]
-1.0	-1.0	[ 0.71129953  0.28870047]
1.0	1.0	[ 0.00881749  0.99118251]
-1.0	-1.0	[ 0.85683422  0.14316578]
-1.0	-1.0	[ 0.51417895  0.48582105]
-1.0	-1.0	[ 0.85674254  0.14325746]
1.0	1.0	[ 0.00942335  0.99057665]
1.0	1.0	[ 0.10385824  0.89614176]
-1.0	1.0	[ 0.24994896  0.75005104]
1.0	1.0	[ 0.12273677  0.87726323]
-1.0	1.0	[ 0.12275445  0.87724555]
1.0	1.0	[ 0.48712408  0.51287592]
-1.0	-1.0	[ 0.68312711  0.31687289]
1.0	1.0	[ 0.18884376  0.81115624]
1.0	-1.0	[ 0.5632529  0.4367471]
1.0	-1.0	[ 0.66010673  0.33989327]
1.0	1.0	[ 0.11529518  0.88470482]
1.0	1.0	[ 0.00192385  0.99807615]
-1.0	-1.0	[ 0.6431291  0.3568709]
1.0	-1.0	[ 0.70246047  0.29753953]
1.0	1.0	[ 0.04736787  0.95263213]
-1.0	-1.0	[ 0.74163119  0.25836881]
-1.0	-1.0	[ 0.54344842  0.45655158]
1.0	1.0	[ 0.2840269  0.7159731]
1.0	1.0	[ 0.12182137  0.87817863]
1.0	1.0	[ 0.32532239  0.67467761]
1.0	-1.0	[ 0.57850117  0.42149883]
-1.0	-1.0	[ 0.62754149  0.37245851]
-1.0	-1.0	[ 0.93694243  0.06305757]
-1.0	-1.0	[ 0.86517153  0.13482847]
1.0	1.0	[ 0.34445392  0.65554608]
1.0	1.0	[ 0.07150506  0.92849494]
1.0	1.0	[ 0.21957701  0.78042299]
-1.0	-1.0	[ 0.81581316  0.18418684]
1.0	1.0	[ 0.06331385  0.93668615]
-1.0	-1.0	[ 0.93404271  0.06595729]
-1.0	-1.0	[ 0.98030565  0.01969435]
-1.0	-1.0	[ 0.98330313  0.01669687]
1.0	1.0	[ 0.11988077  0.88011923]
-1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.24056399  0.75943601]
-1.0	-1.0	[ 0.88678932  0.11321068]
-1.0	-1.0	[ 0.82069404  0.17930596]
1.0	1.0	[ 0.03291488  0.96708512]
1.0	-1.0	[ 0.51896977  0.48103023]
1.0	1.0	[ 0.03022314  0.96977686]
1.0	1.0	[ 0.20174121  0.79825879]
1.0	1.0	[ 0.14083886  0.85916114]
1.0	-1.0	[ 0.71381896  0.28618104]
-1.0	-1.0	[ 0.80441057  0.19558943]
1.0	-1.0	[ 0.69509447  0.30490553]
-1.0	-1.0	[ 0.89555978  0.10444022]
1.0	1.0	[ 0.08217525  0.91782475]
1.0	1.0	[ 0.21024502  0.78975498]
-1.0	-1.0	[ 0.85358741  0.14641259]
1.0	1.0	[ 0.35289737  0.64710263]
-1.0	-1.0	[ 0.92838582  0.07161418]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.96394549  0.03605451]
1.0	1.0	[ 0.1218047  0.8781953]
1.0	1.0	[ 0.30657962  0.69342038]
1.0	1.0	[ 0.20008985  0.79991015]
1.0	1.0	[ 0.01729324  0.98270676]
1.0	1.0	[ 0.00135807  0.99864193]
-1.0	-1.0	[ 0.99562022  0.00437978]
1.0	1.0	[ 0.25429237  0.74570763]
-1.0	-1.0	[ 0.62606569  0.37393431]
-1.0	-1.0	[ 0.84699131  0.15300869]
-1.0	-1.0	[ 0.9405375  0.0594625]
1.0	1.0	[ 0.43221984  0.56778016]
-1.0	-1.0	[ 0.78158422  0.21841578]
1.0	1.0	[ 0.01311524  0.98688476]
-1.0	-1.0	[ 0.6290111  0.3709889]
-1.0	-1.0	[ 0.90531546  0.09468454]
-1.0	-1.0	[ 0.64882893  0.35117107]
1.0	1.0	[ 0.12001868  0.87998132]
-1.0	-1.0	[ 0.85309404  0.14690596]
-1.0	-1.0	[ 0.94155373  0.05844627]
-1.0	1.0	[ 0.44937589  0.55062411]
-1.0	-1.0	[ 0.89561665  0.10438335]
-1.0	-1.0	[ 0.58263975  0.41736025]
-1.0	-1.0	[ 0.90232674  0.09767326]
1.0	1.0	[ 0.05204708  0.94795292]
-1.0	-1.0	[ 0.63313446  0.36686554]
-1.0	-1.0	[ 0.94564799  0.05435201]
1.0	-1.0	[ 0.51592599  0.48407401]
1.0	1.0	[ 0.06074711  0.93925289]
1.0	1.0	[ 0.45317431  0.54682569]
1.0	1.0	[ 0.09643876  0.90356124]
-1.0	-1.0	[ 0.82251408  0.17748592]
1.0	1.0	[ 0.41726563  0.58273437]
1.0	1.0	[ 0.407547  0.592453]
1.0	1.0	[ 0.04727472  0.95272528]
-1.0	-1.0	[ 0.66340241  0.33659759]
-1.0	-1.0	[ 0.58708635  0.41291365]
-1.0	-1.0	[ 0.52248329  0.47751671]
-1.0	1.0	[ 0.46261328  0.53738672]
-1.0	-1.0	[ 0.99163712  0.00836288]
-1.0	-1.0	[ 0.73555974  0.26444026]
-1.0	-1.0	[ 0.83718463  0.16281537]
1.0	1.0	[ 0.15249184  0.84750816]
-1.0	-1.0	[ 0.51077015  0.48922985]
-1.0	-1.0	[ 0.80762523  0.19237477]
1.0	1.0	[ 0.31830104  0.68169896]
-1.0	-1.0	[ 0.89708209  0.10291791]
-1.0	1.0	[ 0.10719623  0.89280377]
-1.0	-1.0	[ 0.61203706  0.38796294]
-1.0	-1.0	[ 0.74209132  0.25790868]
-1.0	-1.0	[ 0.6704438  0.3295562]
1.0	1.0	[ 0.11557784  0.88442216]
-1.0	-1.0	[ 0.6949177  0.3050823]
1.0	1.0	[ 0.08378508  0.91621492]
-1.0	-1.0	[ 0.93820959  0.06179041]
1.0	1.0	[ 0.47392441  0.52607559]
1.0	1.0	[ 0.05828571  0.94171429]
1.0	1.0	[ 0.37506656  0.62493344]
-1.0	1.0	[ 0.28237044  0.71762956]
1.0	1.0	[ 0.04560454  0.95439546]
1.0	-1.0	[ 0.62922519  0.37077481]
1.0	1.0	[ 0.41341535  0.58658465]
1.0	1.0	[ 0.3059371  0.6940629]
1.0	1.0	[ 0.17568977  0.82431023]
1.0	1.0	[ 0.19966838  0.80033162]
-1.0	1.0	[ 0.41094783  0.58905217]
1.0	1.0	[ 0.29613545  0.70386455]
-1.0	-1.0	[ 0.64841067  0.35158933]
1.0	1.0	[ 0.37104039  0.62895961]
-1.0	-1.0	[ 0.92822363  0.07177637]
1.0	1.0	[ 0.34618167  0.65381833]
-1.0	1.0	[ 0.44014327  0.55985673]
-1.0	-1.0	[ 0.50027454  0.49972546]
1.0	1.0	[ 0.19842735  0.80157265]
1.0	1.0	[ 0.01186323  0.98813677]
1.0	1.0	[ 0.46436828  0.53563172]
1.0	1.0	[ 0.11730625  0.88269375]
-1.0	1.0	[ 0.46017001  0.53982999]
-1.0	-1.0	[ 0.62919274  0.37080726]
1.0	1.0	[ 0.10027601  0.89972399]
-1.0	-1.0	[ 0.7979943  0.2020057]
-1.0	-1.0	[ 0.73030321  0.26969679]
-1.0	-1.0	[ 0.75338407  0.24661593]
-1.0	-1.0	[ 0.866451  0.133549]
1.0	1.0	[ 0.09808147  0.90191853]
1.0	-1.0	[ 0.66782409  0.33217591]
-1.0	-1.0	[ 0.98690078  0.01309922]
-1.0	-1.0	[ 0.58569354  0.41430646]
1.0	1.0	[ 0.4885799  0.5114201]
-1.0	-1.0	[ 0.9346121  0.0653879]
1.0	1.0	[ 0.23589478  0.76410522]
1.0	-1.0	[ 0.51701235  0.48298765]
1.0	-1.0	[ 0.60373761  0.39626239]
1.0	1.0	[ 0.06810189  0.93189811]
-1.0	-1.0	[ 0.92999815  0.07000185]
1.0	1.0	[ 0.02870271  0.97129729]
1.0	1.0	[ 0.20782108  0.79217892]
-1.0	-1.0	[ 0.64101657  0.35898343]
1.0	1.0	[ 0.2852558  0.7147442]
1.0	1.0	[ 0.44045391  0.55954609]
-1.0	1.0	[ 0.1797816  0.8202184]
